FID,country,area,location,site_code,site_name,old_site_codes,latitude,longitude,realm,province,ecoregion,lat_zone,programs,geom
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4708,Australia,Queensland,GBR - Central,GBR29,Adelaide Reef,,-17.66,146.46,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (146.46 -17.66)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4707,Australia,Queensland,GBR - Central,GBR30,Nathan Reef Bommie1,,-17.52,146.5,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (146.5 -17.52)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4706,Australia,Queensland,GBR - Central,GBR31,Nathan Reef Bommie2,,-17.52,146.5,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (146.5 -17.52)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4705,Australia,Queensland,GBR - Central,GBR32,Nathan Reef,,-17.52,146.5,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (146.5 -17.52)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4704,Australia,Queensland,GBR - Central,GBR73,Michaelmas Reef 1,,-16.55,146.05,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (146.05 -16.55)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4703,Australia,Queensland,GBR - Central,GBR74,Michaelmas Reef 2,,-16.55,146.05,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (146.05 -16.55)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4702,Australia,Queensland,GBR - Central,GBR77,Chinamans Reef NW,,-16.21,145.78,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (145.78 -16.21)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4701,Australia,Queensland,GBR - Central,GBR78,Chinamans Reef,,-16.21,145.79,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (145.79 -16.21)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4700,Australia,Queensland,GBR - Central,GBR98,Broadhurst North,,-18.87,147.71,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (147.71 -18.87)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46ff,Australia,Queensland,GBR - Central,GBR99,Broadhurst Bommie,,-18.87,147.71,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (147.71 -18.87)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46fe,Australia,Queensland,GBR - South,GBR105,Goulds Reef SW Point,,-19.52,148.72,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (148.72 -19.52)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46fd,Australia,Queensland,GBR - South,GBR106,Goulds Reef SW Wall,,-19.52,148.72,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (148.72 -19.52)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46fc,Australia,Queensland,GBR - South,GBR107,Goulds Reef SW Lagoon,,-19.52,148.73,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (148.73 -19.52)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46fb,Australia,Queensland,GBR - South,GBR276,Epaulette Reef,,-21.18,152.54,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (152.54 -21.18)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46fa,Australia,Queensland,GBR - South,GBR111,21465 Reef Mid North,,-21.79,151.87,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (151.87 -21.79)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46f9,Australia,Queensland,GBR - South,GBR112,21465 Reef Mid North Inlet,,-21.79,151.88,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (151.88 -21.79)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46f8,Australia,Queensland,GBR - South,GBR113,Oval Reef,,-21.84,152.33,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (152.33 -21.84)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46f7,Australia,Queensland,GBR - South,GBR114,Pike Reef,,-21.96,152.43,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (152.43 -21.96)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46f6,Australia,Queensland,GBR - South,GBR117,Round Reef anchorage,,-19.97,149.62,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.62 -19.97)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46f5,Australia,Queensland,GBR - South,GBR128,Little Stevens anchorage,,-20.56,150.03,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (150.03 -20.56)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46f4,Australia,Queensland,GBR - South,GBR129,Little Stevens Reef,,-20.57,150.03,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (150.03 -20.57)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46f3,Australia,Queensland,GBR - South,GBR130,Hydrographers Outer Reef,,-20.26,150.49,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (150.49 -20.26)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46f2,Australia,Queensland,GBR - South,GBR139,Black Reef East,,-19.83,149.48,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.48 -19.83)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46f1,Australia,Queensland,GBR - South,GBR140,Round Reef,,-19.96,149.63,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.63 -19.96)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46f0,Australia,Queensland,GBR - South,GBR141,Little Black Reef anchorage,,-19.77,149.37,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.37 -19.77)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46ef,Australia,Queensland,GBR - South,GBR149,AIMS-20104S1,QLD139,-20.03,149.7,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.7 -20.03)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46ee,Mozambique,Nampula,Mozambique,MOZ3,Caldeira3,,-16.66,39.72,Western Indo-Pacific,Western Indian Ocean,Bight of Sofala/Swamp Coast,Tropical,RLS,POINT (39.72 -16.66)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46ed,Australia,Queensland,GBR - South,GBR151,AIMS-19138S3,QLD140,-19.81,149.42,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.42 -19.81)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46ec,Australia,Queensland,GBR - South,GBR152,AIMS-19131S1,QLD141,-19.77,149.38,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.38 -19.77)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46eb,Australia,Queensland,GBR - South,GBR24,Hook Reef Passage,,-19.81,149.13,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.13 -19.81)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46ea,Australia,Queensland,GBR - South,GBR25,Hook Reef1,,-19.81,149.14,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.14 -19.81)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46e9,Australia,Queensland,GBR - South,GBR26,Bait Reef1,,-19.79,149.07,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.07 -19.79)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46e8,Australia,Queensland,GBR - South,GBR265,Swains SE,"QLD72,QLD73",-22.37,152.55,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (152.55 -22.37)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46e7,Australia,Queensland,GBR - South,GBR27,Bait Reef2,,-19.8,149.08,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.08 -19.8)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46e6,Australia,Queensland,GBR - South,GBR270,Dustys Haven,,-21.43,151.58,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (151.58 -21.43)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46e5,Australia,Queensland,GBR - South,GBR271,Swains Lagoon,,-21.41,151.64,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (151.64 -21.41)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46e4,Australia,Queensland,GBR - South,GBR272,Swains Gullet Bommie,,-21.16,151.75,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (151.75 -21.16)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46e3,Australia,Queensland,GBR - South,GBR273,North Twin Cays,,-21.21,151.98,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (151.98 -21.21)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46e2,Australia,Queensland,GBR - South,GBR274,Swains Halfway Reef,,-21.21,152.24,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (152.24 -21.21)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46e1,Australia,Queensland,GBR - South,GBR76,Bait Reef inner buoy,,-19.81,149.07,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.07 -19.81)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46e0,Australia,Queensland,GBR - South,GBR94,Swains SE new,,-22.37,152.54,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (152.54 -22.37)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46df,Australia,Queensland,QLD inshore - South,GBR108,Middle Percy NW,,-21.64,150.25,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (150.25 -21.64)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46de,Australia,Queensland,QLD inshore - South,GBR109,Middle Percy NW Notch,,-21.62,150.25,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (150.25 -21.62)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46dd,Australia,Queensland,QLD inshore - South,GBR110,Middle Percy A Frame,,-21.65,150.24,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (150.24 -21.65)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46dc,Australia,Queensland,QLD inshore - South,GBR118,Goldsmith anchorage,,-20.68,149.14,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.14 -20.68)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46db,Australia,Queensland,QLD inshore - South,GBR119,Goldsmith anchorage south,,-20.69,149.14,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.14 -20.69)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46da,Australia,Queensland,QLD inshore - South,GBR120,Goldsmith SW,,-20.69,149.14,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.14 -20.69)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46d9,Australia,Queensland,QLD inshore - South,GBR121,Linne Island,,-20.68,149.18,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.18 -20.68)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46d8,Australia,Queensland,QLD inshore - South,GBR122,Pelican Island,,-20.8,149.27,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.27 -20.8)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46d7,Australia,Queensland,QLD inshore - South,GBR123,Brampton Island SW,,-20.8,149.26,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.26 -20.8)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46d6,Australia,Queensland,QLD inshore - South,GBR124,Halichoeres Heaven,,-20.81,149.25,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.25 -20.81)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46d5,Australia,Queensland,QLD inshore - South,GBR125,Keswick NW,,-20.9,149.4,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.4 -20.9)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46d4,Australia,Queensland,QLD inshore - South,GBR126,Connie Bay,,-20.9,149.41,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.41 -20.9)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46d3,Australia,Queensland,QLD inshore - South,GBR127,Keswick Passage,,-20.92,149.42,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.42 -20.92)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46d2,Australia,Queensland,QLD inshore - South,GBR131,South Blue Pearl Bay,,-20.05,148.88,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (148.88 -20.05)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46d1,Australia,Queensland,QLD inshore - South,GBR132,Blue Pearl Bay central,,-20.04,148.88,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (148.88 -20.04)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46d0,Australia,Queensland,QLD inshore - South,GBR133,Dolphin Point,,-20.04,148.88,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (148.88 -20.04)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46cf,Australia,Queensland,QLD inshore - South,GBR134,Luncheon Bay,,-20.07,148.95,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (148.95 -20.07)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46ce,Australia,Queensland,QLD inshore - South,GBR135,Butterfly Bay East,,-20.07,148.93,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (148.93 -20.07)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46cd,Australia,Queensland,QLD inshore - South,GBR136,Mackerel Bay South,,-20.09,148.95,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (148.95 -20.09)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46cc,Australia,Queensland,QLD inshore - South,GBR137,Saba Bay North,,-20.11,148.94,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (148.94 -20.11)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46cb,Australia,Queensland,QLD inshore - South,GBR138,Saba Bay Northeast,,-20.11,148.96,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (148.96 -20.11)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46ca,Australia,Queensland,QLD inshore - South,GBR142,Cataren Bay,"QLD16,WSI4",-20.16,149.04,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (149.04 -20.16)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46c9,Indonesia,Flores,Flores,FLORES7,Tanjung Darat,,-8.48,122.48,Central Indo-Pacific,Western Coral Triangle,Lesser Sunda,Tropical,RLS,POINT (122.48 -8.48)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46c8,Australia,Queensland,QLD inshore - South,GBR143,Stonehaven Nth,"QLD35,WSI1",-20.09,148.91,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (148.91 -20.09)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46c7,Australia,Queensland,QLD inshore - South,GBR144,Langford island,"WSI2,QLD17",-20.08,148.88,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (148.88 -20.08)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46c6,Australia,Queensland,QLD inshore - South,GBR145,Butterfly Bay,QLD113,-20.07,148.93,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (148.93 -20.07)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46c5,Australia,Queensland,QLD inshore - South,GBR146,Alcyonaria Point,"QLD18,WSI5",-20.06,148.92,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (148.92 -20.06)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46c4,Australia,Queensland,QLD inshore - South,GBR147,East Hayman Island,"QLD19,WSI6",-20.05,148.9,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (148.9 -20.05)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46c3,Australia,Queensland,GBR - North,GBR55,Lagoon Reef Inner NW,,-12.38,143.76,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (143.76 -12.38)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46c2,Australia,Queensland,QLD inshore - South,GBR148,Blue Pearl Bay,"WSI3,QLD20",-20.04,148.88,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (148.88 -20.04)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46c1,Australia,Queensland,QLD inshore - South,GBR150,Horseshoe Bay,"Tqld1,QLD21",-19.98,148.26,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (148.26 -19.98)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46c0,Australia,Queensland,QLD inshore - South,GBR23,Pine Island1,,-20.38,148.89,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (148.89 -20.38)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46bf,Australia,Queensland,QLD inshore - South,GBR279,Pine Island2,,-20.38,148.89,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (148.89 -20.38)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46be,Australia,Queensland,GBR - North,GBR115,Bird Islets Crest,,-14.69,145.46,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (145.46 -14.69)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46bd,Australia,Queensland,GBR - North,GBR116,Loomis Reef Moorings,,-14.68,145.45,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (145.45 -14.68)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46bc,Australia,Queensland,GBR - North,GBR220,Blue Hole,"GBR6,QLD43",-14.69,145.46,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (145.46 -14.69)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46bb,Australia,Queensland,GBR - North,GBR221,Bird Islets,"QLD44, GBR8,GBR7",-14.69,145.47,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (145.47 -14.69)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46ba,Australia,Queensland,GBR - North,GBR222,Palfrey Island,"GBR3,QLD45",-14.69,145.44,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (145.44 -14.69)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46b9,Australia,Queensland,GBR - North,GBR223,Blue Lagoon Channel,"GBR17,QLD46",-14.69,145.47,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (145.47 -14.69)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46b8,Belize,Belize,Belize,BZE4,Pelican Reef,,16.75,-88.1,Tropical Atlantic,Tropical Northwestern Atlantic,Western Caribbean,Tropical,RLS,POINT (-88.1 16.75)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46b7,Australia,Queensland,GBR - North,GBR224,Horseshoe Reef,"GBR12,QLD47",-14.69,145.44,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (145.44 -14.69)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46b6,Australia,Queensland,GBR - North,GBR225,Vickys Reef,"GBR13,QLD48",-14.69,145.44,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (145.44 -14.69)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46b5,Australia,Queensland,GBR - North,GBR59,Shark Reef,,-12.87,143.82,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (143.82 -12.87)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46b4,Australia,Queensland,GBR - North,GBR226,Loomis Reef,"QLD49,GBR18",-14.68,145.47,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (145.47 -14.68)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46b3,Australia,Queensland,GBR - North,GBR227,Osprey Island,"GBR2,QLD50",-14.67,145.44,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (145.44 -14.67)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46b2,Australia,Queensland,GBR - North,GBR228,Watsons Bay north,"QLD51,GBR10",-14.66,145.45,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (145.45 -14.66)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46b1,Australia,Queensland,GBR - North,GBR229,Watsons-Turtle Reef,"GBR11,QLD52",-14.66,145.45,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (145.45 -14.66)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46b0,Australia,Queensland,GBR - North,GBR230,Turtle Beach,"QLD53, GBR5,GBR4",-14.65,145.45,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (145.45 -14.65)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46af,Australia,Queensland,GBR - North,GBR231,Cobia Hole,"QLD54,GBR9",-14.65,145.45,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (145.45 -14.65)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46ae,Australia,Queensland,GBR - North,GBR56,Lagoon Reef Outer NW,,-12.38,143.76,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (143.76 -12.38)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46ad,Australia,Queensland,GBR - North,GBR232,Mermaid Cove north,"QLD55,GBR15",-14.65,145.45,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (145.45 -14.65)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46ac,Australia,Queensland,GBR - North,GBR60,Shark Reef Gardens,,-12.88,143.82,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (143.82 -12.88)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46ab,Australia,Queensland,GBR - North,GBR233,Mermaid Cove dropoff,"QLD56,GBR14",-14.65,145.46,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (145.46 -14.65)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46aa,Australia,Queensland,GBR - North,GBR234,Mermaid dropoff north,"GBR16,QLD57",-14.65,145.45,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (145.45 -14.65)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46a9,Australia,Queensland,GBR - North,GBR39,Cod Hole,,-14.66,145.66,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (145.66 -14.66)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46a8,Australia,Queensland,GBR - North,GBR40,Tydeman Reef North West,,-13.97,144.5,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (144.5 -13.97)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46a7,Australia,Queensland,GBR - North,GBR41,Tydeman Cay anchorage,,-13.98,144.5,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (144.5 -13.98)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-46a6,Australia,Queensland,GBR - North,GBR42,Tydeman Rf W,,-13.98,144.5,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (144.5 -13.98)
