db,country,location,site,latitude,longitude
reefcheck,NA,Great Barrier Reef,NA,-23.44111111,151.9105
reefcheck,NA,Great Barrier Reef,NA,-23.44005556,151.9173056
reefcheck,NA,Great Barrier Reef,NA,-23.43877778,151.9138889
reefcheck,NA,Great Barrier Reef,NA,-23.43666667,151.9133333
reefcheck,NA,Great Barrier Reef,NA,-23.43488889,151.911
reefcheck,NA,Great Barrier Reef,NA,-23.43455556,151.9223611
reefcheck,NA,Great Barrier Reef,NA,-23.43430556,151.9333889
reefcheck,NA,Great Barrier Reef,NA,-23.434,151.9176944
reefcheck,NA,Great Barrier Reef,NA,-23.43366667,151.9249444
reefcheck,NA,Great Barrier Reef,NA,-23.17166667,150.9916667
reefcheck,NA,Madagascar,NA,-23.15166667,43.56833333
reefcheck,NA,Northwest Australia,NA,-23.13888889,113.7638889
reefcheck,NA,New Caledonia,NA,-22.64527778,166.3
reefcheck,NA,New Caledonia,NA,-22.64216667,166.3033333
reefcheck,NA,New Caledonia,NA,-22.59858333,167.3989444
reefcheck,NA,New Caledonia,NA,-22.56083333,166.3336111
reefcheck,NA,New Caledonia,NA,-22.55269444,166.4704722
reefcheck,NA,New Caledonia,NA,-22.52788889,167.4327222
reefcheck,NA,New Caledonia,NA,-22.52638889,167.4109444
reefcheck,NA,New Caledonia,NA,-22.485,166.4441667
reefcheck,NA,New Caledonia,NA,-22.44383333,166.3686667
reefcheck,NA,New Caledonia,NA,-22.42833333,166.3683333
reefcheck,NA,New Caledonia,NA,-22.425,166.8478889
reefcheck,NA,New Caledonia,NA,-22.39619444,166.8224722
reefcheck,NA,New Caledonia,NA,-22.39511111,166.5227778
reefcheck,NA,New Caledonia,NA,-22.39416667,166.5258333
reefcheck,NA,New Caledonia,NA,-22.39416667,166.8827778
reefcheck,NA,New Caledonia,NA,-22.38452778,166.8411389
reefcheck,NA,New Caledonia,NA,-22.36752778,166.3055556
reefcheck,NA,New Caledonia,NA,-22.35611111,166.8472222
reefcheck,NA,New Caledonia,NA,-22.34427778,166.9934444
reefcheck,NA,New Caledonia,NA,-22.34166667,166.235
reefcheck,NA,New Caledonia,NA,-22.33883333,166.2381667
reefcheck,NA,New Caledonia,NA,-22.3375,166.4208333
reefcheck,NA,Mozambique,NA,-22.33716667,40.34063889
reefcheck,NA,New Caledonia,NA,-22.33336111,167.0114722
reefcheck,NA,New Caledonia,NA,-22.333,166.4238333
reefcheck,NA,New Caledonia,NA,-22.32419444,166.3633333
reefcheck,NA,New Caledonia,NA,-22.31666667,166.4483333
reefcheck,NA,New Caledonia,NA,-22.316,166.4553333
reefcheck,NA,New Caledonia,NA,-22.315,166.4916667
reefcheck,NA,New Caledonia,NA,-22.31333333,167.03
reefcheck,NA,New Caledonia,NA,-22.30333333,166.5979444
reefcheck,NA,New Caledonia,NA,-22.30080556,166.4365278
reefcheck,NA,New Caledonia,NA,-22.29861111,166.0163889
reefcheck,NA,New Caledonia,NA,-22.29666667,166.2933333
reefcheck,NA,New Caledonia,NA,-22.29666667,167.015
reefcheck,NA,New Caledonia,NA,-22.29383333,166.2965
reefcheck,NA,New Caledonia,NA,-22.28833333,166.1886111
reefcheck,NA,New Caledonia,NA,-22.28733333,167.03675
reefcheck,NA,New Caledonia,NA,-22.26083333,166.3825
reefcheck,NA,Cocos Keeling Islands,NA,-12.09472222,96.84333333
reefcheck,NA,Cocos Keeling Islands,NA,-12.09472222,96.85
reefcheck,NA,Cocos Keeling Islands,NA,-12.08766667,96.83716667
reefcheck,NA,Cocos Keeling Islands,NA,-12.08383333,96.75333333
reefcheck,NA,Cocos Keeling Islands,NA,-12.07025,96.84208333
reefcheck,NA,Mozambique,NA,-11.84983333,40.54225
reefcheck,NA,Mozambique,NA,-11.832,40.56366667
reefcheck,NA,Cocos Keeling Islands,NA,-11.82,96.82
reefcheck,NA,Mozambique,NA,-11.69433333,40.59566667
reefcheck,NA,Mozambique,NA,-11.03816667,40.6955
reefcheck,NA,Mozambique,NA,-10.89766667,40.661
reefcheck,NA,Mozambique,NA,-10.75933333,40.62516667
reefcheck,NA,Kenya_Tanzania,NA,-10.32611111,40.36055556
reefcheck,NA,Kenya_Tanzania,NA,-10.32330556,40.36227778
reefcheck,NA,Kenya_Tanzania,NA,-10.31027778,40.39194444
reefcheck,NA,Kenya_Tanzania,NA,-10.30508333,40.39219444
reefcheck,NA,Solomon Islands,NA,-10.26944444,166.2780556
reefcheck,NA,Solomon Islands,NA,-10.25555556,166.2594444
reefcheck,NA,Seychelles,NA,-10.1225,51.145
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-10.05772222,123.7464722
reefcheck,NA,Papua,NA,-9.591666667,147.2841667
reefcheck,NA,Papua,NA,-9.586666667,147.29
reefcheck,NA,Papua,NA,-9.543333333,147.295
reefcheck,NA,Papua,NA,-9.536666667,147.2766667
reefcheck,NA,Papua,NA,-9.525,147.2966667
reefcheck,NA,Papua,NA,-9.090611111,149.4261667
reefcheck,NA,Papua,NA,-9.083333333,149.3
reefcheck,NA,Papua,NA,-9.083333333,149.3333333
reefcheck,NA,Papua,NA,-9.083333333,149.3666667
reefcheck,NA,Papua,NA,-9.080555556,149.3172222
reefcheck,NA,Papua,NA,-9.066666667,149.3333333
reefcheck,NA,Papua,NA,-9.041666667,149.4916667
reefcheck,NA,Brazil,NA,-8.766722222,-35.09272222
reefcheck,NA,Brazil,NA,-8.764694444,-35.08319444
reefcheck,NA,Solomon Islands,NA,-8.735777778,157.4560278
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.7175,116.7713889
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.713888889,116.7702778
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.709277778,115.2663333
reefcheck,NA,Solomon Islands,NA,-8.707888889,157.4910556
reefcheck,NA,Solomon Islands,NA,-8.704138889,157.4483889
reefcheck,NA,Solomon Islands,NA,-8.703888889,157.4339444
reefcheck,NA,Solomon Islands,NA,-8.702777778,157.4333333
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.6815,115.4839444
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.677694444,115.2764167
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.633333333,115.46875
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.558611111,119.8255556
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.532888889,115.5141111
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.530972222,115.5136667
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.523888889,119.8216667
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.49475,116.8803333
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.479972222,119.8359444
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.4775,116.8686667
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.475972222,125.8836667
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.460833333,116.8386667
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.436111111,115.8375
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.435333333,116.9291667
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.363916667,116.0348056
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.359802778,116.1316
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.357888889,116.0424722
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.356666667,116.0916667
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.350555556,116.0513889
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.345277778,116.0430556
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.343944444,116.0261944
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.342777778,116.0827778
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.341666667,116.0527778
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.338166667,115.6614167
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.337777778,115.6611111
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.337638889,116.0376389
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.335333333,115.65075
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.333888889,115.6547222
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.306777778,116.7029722
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.292666667,116.7069444
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.283888889,115.6033333
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.281111111,115.6008333
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.279444444,115.5991667
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.278888889,115.5983333
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.276944444,115.5944444
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.276527778,115.5955
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.276111111,115.5936111
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.272777778,115.5919444
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.268555556,125.6086667
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.266666667,117.4833333
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.259166667,115.5838889
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.250555556,116.0391667
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.238472222,125.6115
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.238472222,125.6120278
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.232388889,125.6129444
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.221583333,125.6195278
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.146055556,125.6428333
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.140833333,114.6686111
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.1375,115.3941667
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.124722222,115.3533333
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.108888889,115.3169444
reefcheck,NA,Java,NA,-8.097527778,114.5284167
reefcheck,NA,Java,NA,-8.095944444,114.5031389
reefcheck,NA,Lesser Sunda Islands and Savu Sea,NA,-8.094166667,115.2733333
reefcheck,NA,Java,NA,-8.093305556,114.4975556
reefcheck,NA,Java,NA,-8.091777778,114.499
reefcheck,NA,Java,NA,-7.841166667,114.4656667
reefcheck,NA,Java,NA,-7.840277778,114.4652778
reefcheck,NA,Java,NA,-7.834444444,114.4669444
reefcheck,NA,Java,NA,-7.809138889,114.4582222
reefcheck,NA,Java,NA,-7.793888889,114.4416667
reefcheck,NA,Java,NA,-7.788611111,114.4320278
reefcheck,NA,Java,NA,-7.783472222,114.4225556
reefcheck,NA,Java,NA,-7.748083333,114.3668889
reefcheck,NA,Java,NA,-7.740277778,114.3494444
reefcheck,NA,Java,NA,-7.711694444,108.6723333
reefcheck,NA,Java,NA,-7.707111111,108.6495
reefcheck,NA,Java,NA,-7.705055556,108.6525556
reefcheck,NA,Java,NA,-7.694444444,113.8182778
reefcheck,NA,Java,NA,-7.694444444,113.8229444
reefcheck,NA,Java,NA,-7.692416667,113.92675
reefcheck,NA,Java,NA,-6.959166667,106.5025
reefcheck,NA,Sulawesi,NA,-6.914638889,121.2863889
reefcheck,NA,Kenya_Tanzania,NA,-6.713333333,39.28833333
reefcheck,NA,Kenya_Tanzania,NA,-6.712111111,39.28897222
reefcheck,NA,Java,NA,-6.642777778,105.5794444
reefcheck,NA,Sulawesi,NA,-6.629444444,120.8627778
reefcheck,NA,Sulawesi,NA,-6.556388889,120.9586111
reefcheck,NA,Sulawesi,NA,-6.551388889,120.9916667
reefcheck,NA,Sulawesi,NA,-6.531972222,121.0039722
reefcheck,NA,Java,NA,-5.956666667,105.8521944
reefcheck,NA,Java,NA,-5.954166667,105.8622778
reefcheck,NA,Java,NA,-5.93875,105.8575556
reefcheck,NA,Sumatra,NA,-5.930277778,105.515
reefcheck,NA,Sumatra,NA,-5.928,105.5149444
reefcheck,NA,Java,NA,-5.915555556,110.4236111
reefcheck,NA,Sulawesi,NA,-5.908361111,123.9763333
reefcheck,NA,Java,NA,-5.899,110.4118889
reefcheck,NA,Java,NA,-5.896944444,110.4263889
reefcheck,NA,Java,NA,-5.895722222,110.4141667
reefcheck,NA,Java,NA,-5.893166667,110.4150556
reefcheck,NA,Java,NA,-5.891972222,110.4208056
reefcheck,NA,Java,NA,-5.891666667,110.3418056
reefcheck,NA,Java,NA,-5.889694444,110.4061944
reefcheck,NA,Java,NA,-5.889277778,110.4047222
reefcheck,NA,Java,NA,-5.889083333,110.4368056
reefcheck,NA,Java,NA,-5.88875,110.3418056
reefcheck,NA,Sulawesi,NA,-5.888722222,123.9818889
reefcheck,NA,Java,NA,-5.8875,110.3347222
reefcheck,NA,Java,NA,-5.8875,110.4047222
reefcheck,NA,Java,NA,-5.886388889,110.4047222
reefcheck,NA,Java,NA,-5.886111111,110.4033333
reefcheck,NA,Sulawesi,NA,-5.883583333,123.6955556
reefcheck,NA,Java,NA,-5.879055556,110.4151667
reefcheck,NA,Java,NA,-5.875138889,110.36025
reefcheck,NA,Java,NA,-5.875,110.3480556
reefcheck,NA,Java,NA,-5.875,110.4038889
reefcheck,NA,Java,NA,-5.873611111,110.3538889
reefcheck,NA,Java,NA,-5.871472222,110.3539167
reefcheck,NA,Java,NA,-5.871305556,110.3516389
reefcheck,NA,Java,NA,-5.868888889,110.3516667
reefcheck,NA,Java,NA,-5.858333333,106.6258333
reefcheck,NA,Java,NA,-5.855555556,106.6375
reefcheck,NA,Sulawesi,NA,-5.854194444,123.7045833
reefcheck,NA,Java,NA,-5.839166667,106.6372222
reefcheck,NA,Java,NA,-5.8355,110.4118889
reefcheck,NA,Java,NA,-5.8345,110.4236667
reefcheck,NA,Java,NA,-5.832777778,110.3763889
reefcheck,NA,Java,NA,-5.8325,110.3730556
reefcheck,NA,Java,NA,-5.830444444,110.3762222
reefcheck,NA,Sulawesi,NA,-5.824611111,123.9918333
reefcheck,NA,Java,NA,-5.823611111,110.5063889
reefcheck,NA,Java,NA,-5.820444444,110.4452222
reefcheck,NA,Sulawesi,NA,-5.819083333,123.6186111
reefcheck,NA,Java,NA,-5.814444444,110.5119444
reefcheck,NA,Sulawesi,NA,-5.812833333,123.8222222
reefcheck,NA,Java,NA,-5.811972222,110.3708889
reefcheck,NA,Sulawesi,NA,-5.809,123.8233056
reefcheck,NA,Java,NA,-5.806055556,110.3778611
reefcheck,NA,Java,NA,-5.804666667,110.3696111
reefcheck,NA,Java,NA,-5.797583333,110.34875
reefcheck,NA,Java,NA,-5.796111111,110.34
reefcheck,NA,Java,NA,-5.794027778,110.3408333
reefcheck,NA,Java,NA,-5.793888889,110.3380556
reefcheck,NA,Java,NA,-5.788333333,110.5111111
reefcheck,NA,Sulawesi,NA,-5.780055556,123.9037778
reefcheck,NA,Sulawesi,NA,-5.778902778,123.8791667
reefcheck,NA,Sulawesi,NA,-5.777583333,123.8562222
reefcheck,NA,Sulawesi,NA,-5.776666667,123.8603333
reefcheck,NA,Sulawesi,NA,-5.776111111,123.6569444
reefcheck,NA,Sulawesi,NA,-5.773805556,123.8623056
reefcheck,NA,Sulawesi,NA,-5.773083333,123.6546389
reefcheck,NA,Sulawesi,NA,-5.772972222,123.8633611
reefcheck,NA,Sulawesi,NA,-5.771805556,123.7640278
reefcheck,NA,Sulawesi,NA,-5.770277778,123.7513833
reefcheck,NA,Sulawesi,NA,-5.763888889,123.8916667
reefcheck,NA,Sulawesi,NA,-5.755861111,123.8930556
reefcheck,NA,Sulawesi,NA,-5.752916667,123.8905278
reefcheck,NA,Java,NA,-5.751166667,106.0618889
reefcheck,NA,Sulawesi,NA,-5.75,123.8833333
reefcheck,NA,Java,NA,-5.749388889,106.60925
reefcheck,NA,Java,NA,-5.747194444,106.6194444
reefcheck,NA,Sulawesi,NA,-5.734638889,123.7346389
reefcheck,NA,Java,NA,-5.733361111,106.5514444
reefcheck,NA,Sulawesi,NA,-5.733194444,123.8921389
reefcheck,NA,Java,NA,-5.732194444,106.5662222
reefcheck,NA,Java,NA,-5.730861111,106.5660833
reefcheck,NA,Sulawesi,NA,-5.729166667,123.8908333
reefcheck,NA,Java,NA,-5.728222222,106.5659444
reefcheck,NA,Java,NA,-5.728083333,106.5658333
reefcheck,NA,Sulawesi,NA,-5.723861111,123.8973056
reefcheck,NA,Sulawesi,NA,-5.723055556,123.8934444
reefcheck,NA,Sulawesi,NA,-5.715111111,123.9075
reefcheck,NA,Sumatra,NA,-5.664444444,105.2369444
reefcheck,NA,Java,NA,-5.611111111,106.5886111
reefcheck,NA,Sulawesi,NA,-5.610833333,123.5213889
reefcheck,NA,Java,NA,-5.608444444,106.5800278
reefcheck,NA,Java,NA,-5.606111111,106.5678056
reefcheck,NA,Sulawesi,NA,-5.606,119.4913611
reefcheck,NA,Java,NA,-5.605611111,106.6044444
reefcheck,NA,Sulawesi,NA,-5.590555556,123.4891667
reefcheck,NA,Sulawesi,NA,-5.590333333,123.52575
reefcheck,NA,Sulawesi,NA,-5.586,123.7776389
reefcheck,NA,Sulawesi,NA,-5.574222222,123.7701389
reefcheck,NA,Sulawesi,NA,-5.569972222,123.7657222
reefcheck,NA,Sulawesi,NA,-5.552722222,123.7475278
reefcheck,NA,Sulawesi,NA,-5.548805556,123.7441667
reefcheck,NA,Java,NA,-5.541666667,106.5222222
reefcheck,NA,Sulawesi,NA,-5.496333333,123.6958333
reefcheck,NA,Sulawesi,NA,-5.493138889,123.6943333
reefcheck,NA,Sulawesi,NA,-5.475472222,123.7590833
reefcheck,NA,Sulawesi,NA,-5.473888889,123.7311111
reefcheck,NA,Sulawesi,NA,-5.473333333,123.7575
reefcheck,NA,Sulawesi,NA,-5.47075,119.22375
reefcheck,NA,Sulawesi,NA,-5.47,123.7416667
reefcheck,NA,Sulawesi,NA,-5.469361111,123.7201944
reefcheck,NA,Sulawesi,NA,-5.468222222,123.7362778
reefcheck,NA,Sulawesi,NA,-5.466833333,119.244
reefcheck,NA,Sulawesi,NA,-5.463333333,123.4633333
reefcheck,NA,Sulawesi,NA,-5.463222222,123.3080556
reefcheck,NA,Sulawesi,NA,-5.462,123.7114444
reefcheck,NA,Sulawesi,NA,-5.461666667,123.7531667
reefcheck,NA,Sulawesi,NA,-5.461111111,123.7527778
reefcheck,NA,Sulawesi,NA,-5.459472222,123.7529722
reefcheck,NA,Sulawesi,NA,-5.457194444,123.7068611
reefcheck,NA,Sulawesi,NA,-5.449277778,123.7654722
reefcheck,NA,Sulawesi,NA,-5.448333333,123.7486667
reefcheck,NA,Sulawesi,NA,-5.447972222,123.75375
reefcheck,NA,Sulawesi,NA,-5.444416667,119.2259722
reefcheck,NA,Sulawesi,NA,-5.44275,123.7523056
reefcheck,NA,Papua,NA,-5.433972222,150.0916389
reefcheck,NA,Papua,NA,-5.431777778,150.0954722
reefcheck,NA,Sulawesi,NA,-5.428611111,123.59525
reefcheck,NA,Brazil,NA,-5.390861111,-35.25280556
reefcheck,NA,Brazil,NA,-5.390388889,-35.254
reefcheck,NA,Brazil,NA,-5.388111111,-35.25219444
reefcheck,NA,Sulawesi,NA,-5.386027778,123.5570278
reefcheck,NA,Brazil,NA,-5.384611111,-35.256
reefcheck,NA,Brazil,NA,-5.383305556,-35.25280556
reefcheck,NA,Sulawesi,NA,-5.381416667,123.52125
reefcheck,NA,Sulawesi,NA,-5.368027778,123.4856389
reefcheck,NA,Sulawesi,NA,-5.338861111,119.3388611
reefcheck,NA,Sulawesi,NA,-5.338305556,123.5043611
reefcheck,NA,Sulawesi,NA,-5.338,123.5061111
reefcheck,NA,Sulawesi,NA,-5.3325,123.455
reefcheck,NA,Sulawesi,NA,-5.325805556,123.4894444
reefcheck,NA,Sulawesi,NA,-5.324611111,123.4631389
reefcheck,NA,Sulawesi,NA,-5.313027778,123.5248333
reefcheck,NA,Papua,NA,-5.29325,150.104
reefcheck,NA,Papua,NA,-5.283666667,150.1311111
reefcheck,NA,Sulawesi,NA,-5.271083333,123.5185278
reefcheck,NA,Sulawesi,NA,-5.270277778,123.5247222
reefcheck,NA,Papua,NA,-5.203194444,150.1516944
reefcheck,NA,Papua,NA,-5.158333333,145.8055556
reefcheck,NA,Papua,NA,-5.155944444,145.7570278
reefcheck,NA,Papua,NA,-5.152777778,145.8055556
reefcheck,NA,Papua,NA,-5.138888889,145.8055556
reefcheck,NA,Papua,NA,-5.138333333,145.8041667
reefcheck,NA,Papua,NA,-5.133333333,145.8166667
reefcheck,NA,Sulawesi,NA,-5.12775,119.3439444
reefcheck,NA,Sulawesi,NA,-5.125555556,119.3391667
reefcheck,NA,Papua,NA,-5.106166667,150.1061667
reefcheck,NA,Papua,NA,-5.103527778,145.8036944
reefcheck,NA,Papua,NA,-5.096666667,145.7741667
reefcheck,NA,Papua,NA,-5.093277778,150.2064722
reefcheck,NA,Papua,NA,-5.088777778,150.1860556
reefcheck,NA,Sulawesi,NA,-5.085722222,119.3154444
reefcheck,NA,Sulawesi,NA,-5.078472222,119.3210556
reefcheck,NA,Papua,NA,-5.07,145.9741667
reefcheck,NA,Sulawesi,NA,-5.049694444,119.3235556
reefcheck,NA,Sulawesi,NA,-5.049361111,119.3305
reefcheck,NA,Sulawesi,NA,-5.049333333,119.3294167
reefcheck,NA,Sulawesi,NA,-5.047111111,119.3268889
reefcheck,NA,Sulawesi,NA,-5.03625,119.0975833
reefcheck,NA,Papua,NA,-5.035833333,145.9705
reefcheck,NA,Sulawesi,NA,-4.982222222,119.0795
reefcheck,NA,Sulawesi,NA,-4.701388889,118.9516667
reefcheck,NA,Sulawesi,NA,-4.697444444,118.9645
reefcheck,NA,Sulawesi,NA,-4.663305556,119.44675
reefcheck,NA,Seychelles,NA,-4.638611111,55.37638889
reefcheck,NA,Seychelles,NA,-4.638611111,55.38
reefcheck,NA,Seychelles,NA,-4.618055556,55.40027778
reefcheck,NA,Seychelles,NA,-4.617222222,55.40722222
reefcheck,NA,Banda Sea and Molucca Islands,NA,-4.529722222,129.9536111
reefcheck,NA,Banda Sea and Molucca Islands,NA,-4.505277778,129.8794444
reefcheck,NA,Banda Sea and Molucca Islands,NA,-4.487222222,129.9302778
reefcheck,NA,Seychelles,NA,-4.308055556,55.72777778
reefcheck,NA,Seychelles,NA,-4.283333333,55.86388889
reefcheck,NA,Sulawesi,NA,-4.058972222,122.7958056
reefcheck,NA,Sulawesi,NA,-4.038888889,122.6777778
reefcheck,NA,Sulawesi,NA,-4.036111111,122.7788889
reefcheck,NA,Sulawesi,NA,-3.997666667,122.9548333
reefcheck,NA,Sulawesi,NA,-3.9835,122.9548333
reefcheck,NA,Banda Sea and Molucca Islands,NA,-3.966666667,128.2166667
reefcheck,NA,Sulawesi,NA,-3.936388889,122.6490556
reefcheck,NA,Sulawesi,NA,-3.933694444,122.6506667
reefcheck,NA,Sulawesi,NA,-3.89375,122.5889444
reefcheck,NA,Brazil,NA,-3.853194444,-32.44505556
reefcheck,NA,Brazil,NA,-3.853138889,-32.44680556
reefcheck,NA,Brazil,NA,-3.852888889,-32.44658333
reefcheck,NA,Brazil,NA,-3.844055556,-32.44105556
reefcheck,NA,Brazil,NA,-3.8435,-32.44088889
reefcheck,NA,Brazil,NA,-3.8085,-32.38169444
reefcheck,NA,Sulawesi,NA,-3.590027778,122.5892778
reefcheck,NA,Brazil,NA,-3.511,-32.26380556
reefcheck,NA,Brazil,NA,-3.503694444,-32.26261111
reefcheck,NA,Brazil,NA,-3.483,-32.23219444
reefcheck,NA,Banda Sea and Molucca Islands,NA,-3.466666667,127.9666667
reefcheck,NA,Papua,NA,-3.288416667,135.0925833
reefcheck,NA,Papua,NA,-3.226138889,135.0824722
reefcheck,NA,Papua,NA,-3.002472222,135.0548333
reefcheck,NA,Papua,NA,-2.7745,150.8758611
reefcheck,NA,Papua,NA,-2.663166667,150.4358889
reefcheck,NA,Papua,NA,-2.605,150.7083333
reefcheck,NA,Sumatra,NA,-2.382222222,99.83822222
reefcheck,NA,Sumatra,NA,-2.2168,99.512
reefcheck,NA,Sulawesi,NA,-2.1125,118.4019444
reefcheck,NA,Sulawesi,NA,-2.085527778,118.396
reefcheck,NA,Sulawesi,NA,-2.08338,118.401
reefcheck,NA,Sumatra,NA,-1.900066667,99.31277778
reefcheck,NA,Sumatra,NA,-1.746666667,99.27819444
reefcheck,NA,Banda Sea and Molucca Islands,NA,-1.620833333,124.7536111
reefcheck,NA,Banda Sea and Molucca Islands,NA,-1.619638889,124.8009444
reefcheck,NA,Banda Sea and Molucca Islands,NA,-1.601111111,124.7675
reefcheck,NA,Banda Sea and Molucca Islands,NA,-1.393055556,124.5338889
reefcheck,NA,Banda Sea and Molucca Islands,NA,-1.389083333,124.5647778
reefcheck,NA,Banda Sea and Molucca Islands,NA,-1.387638889,124.5560833
reefcheck,NA,Banda Sea and Molucca Islands,NA,-1.385833333,124.5341111
reefcheck,NA,Banda Sea and Molucca Islands,NA,-1.381111111,124.5377778
reefcheck,NA,Sumatra,NA,-1.133888889,100.3533333
reefcheck,NA,Sulawesi,NA,-0.839,121.5926944
reefcheck,NA,Sulawesi,NA,-0.8175,121.6133333
reefcheck,NA,Sulawesi,NA,-0.811027778,121.6211667
reefcheck,NA,Sulawesi,NA,-0.747722222,119.8558611
reefcheck,NA,Sulawesi,NA,-0.726416667,119.8544444
reefcheck,NA,Maldives,NA,-0.686666667,73.14916667
reefcheck,NA,Maldives,NA,-0.66,73.19583333
reefcheck,NA,Maldives,NA,-0.66,73.2075
reefcheck,NA,Sulawesi,NA,-0.642138889,119.73625
reefcheck,NA,Sulawesi,NA,-0.636388889,119.7445833
reefcheck,NA,Maldives,NA,-0.605,73.16166667
reefcheck,NA,Sulawesi,NA,-0.425861111,122.0215278
reefcheck,NA,Sulawesi,NA,-0.423888889,121.0221944
reefcheck,NA,Sulawesi,NA,-0.318916667,121.9486389
reefcheck,NA,Sulawesi,NA,-0.256944444,122.0044722
reefcheck,NA,Sumatra,NA,-0.202111111,99.74255556
reefcheck,NA,Sulawesi,NA,-0.146555556,119.8057778
reefcheck,NA,Sulawesi,NA,0.085222222,119.6234722
reefcheck,NA,Sulawesi,NA,0.089166667,119.6165833
reefcheck,NA,Sulawesi,NA,0.091388889,119.6238889
reefcheck,NA,Sulawesi,NA,0.094444444,119.6141667
reefcheck,NA,Sulawesi,NA,0.096,119.6151944
reefcheck,NA,Sulawesi,NA,0.139888889,119.8083889
reefcheck,NA,Sulawesi,NA,0.150138889,119.7991111
reefcheck,NA,Sumatra,NA,0.833333333,97
reefcheck,NA,Sumatra,NA,1,97.25
reefcheck,NA,Sumatra,NA,1.183638889,104.3166944
reefcheck,NA,Sumatra,NA,1.198611111,104.5305556
reefcheck,NA,Sumatra,NA,1.204138889,104.3950556
reefcheck,NA,Sumatra,NA,1.2125,104.5347222
reefcheck,NA,Sumatra,NA,1.215805556,104.5392778
reefcheck,NA,Sumatra,NA,1.238611111,104.5783333
reefcheck,NA,Sumatra,NA,1.238888889,104.5694444
reefcheck,NA,Sumatra,NA,1.245527778,104.5659167
reefcheck,NA,Sulawesi,NA,1.400833333,124.6444444
reefcheck,NA,Sulawesi,NA,1.501833333,125.2620556
reefcheck,NA,Sulawesi,NA,1.551361111,124.8040556
reefcheck,NA,Sulawesi,NA,1.55675,124.8018056
